imdbId,tmdbId
13750,53801
13802,184267
13823,146730
13827,472426
13858,45807
13933,67440
14029,54241
14109,38759
14142,18987
14218,51367
14341,701
14358,53430
14406,138752
14417,50182
14429,22596
14440,97716
14446,175869
14463,130050
14497,91208
14524,176321
14532,24805
14538,32628
14586,27522
14605,70734
14611,41348
14624,28974
14636,200923
14646,2973
14672,104067
14694,107011
14760,148326
14770,176273
14811,228465
14872,44473
14898,113781
14945,40574
14972,27511
15002,42367
15014,54539
15016,71068
15036,176389
15039,144611
15064,5991
15119,96713
15136,55587
15152,190341
15163,32318
15167,32928
15174,42512
15175,31506
15202,2974
15213,172538
15224,120672
15268,186201
15310,50329
15324,992
15361,44967
15384,93521
15400,28963
15493,143534
15498,120673
15532,19354
15560,38588
15589,397339
15624,3060
15634,86955
15648,643
15673,51892
15684,120676
15687,89647
15693,38715
15758,111759
15772,98477
15801,66148
15841,42359
15842,8462
15861,148845
15863,33015
15864,962
15873,115132
15881,1405
15921,184821
15977,184363
16004,121379
16013,44439
16022,168217
16028,111575
16029,29879
16039,2981
16104,53230
16107,184468
16114,261056
16123,27502
16129,101858
16201,116746
16220,964
16226,184507
16230,64398
16232,184819
16258,99258
16276,184862
16310,105539
16332,32600
16392,80881
16394,147618
16473,27505
16480,149515
16481,94803
16493,67451
16544,47508
16559,184475
16627,128899
16629,27501
16630,51371
16634,189621
16640,184885
16641,31510
16654,50075
16655,111302
16669,110253
16672,172913
16690,117211
16691,102024
16787,222194
16804,89059
16822,111457
16829,0
16832,99946
16847,10728
16871,269628
16884,38687
16895,42368
16914,84954
16938,262176
16939,120828
16953,94658
17004,189531
17010,290054
17029,188066
17048,94525
17075,2760
17103,29466
17104,472502
17119,72821
17120,183932
17128,98914
17136,19
17162,94727
17196,66812
17204,184897
17226,190163
17271,126644
17350,85638
17372,189505
17374,269710
17376,185579
17382,109578
17416,85689
17418,262806
17423,73575
17437,51263
17438,27519
17448,55544
17449,95956
17463,32716
17480,132177
17483,111602
17534,67531
17540,111607
17567,96395
17584,288606
17618,189854
17621,2969
17632,189682
17664,50859
17668,222
17735,92972
17739,76804
17743,44657
17744,126377
17748,189699
17750,128298
17751,170979
17765,34847
17775,118014
17809,47590
17813,50868
17825,52782
17843,36055
17860,184921
17918,125749
17925,961
17929,273647
17949,39823
17961,93743
17998,124993
18033,82283
18037,939
18051,16661
18054,49633
18066,106254
18087,125693
18097,64852
18102,128229
18107,120831
18166,91480
18179,87894
18183,73969
18187,214600
18192,42536
18217,697
18218,104433
18246,189828
18253,102541
18294,50901
18311,134475
18328,36056
18379,82474
18386,461287
18392,222220
18397,108632
18440,207999
18451,85876
18455,631
18464,126259
18471,111305
18505,98200
18515,102384
18523,99875
18524,185329
18526,42565
18528,27503
18530,131360
18566,122331
18578,28966
18588,111831
18618,142159
18678,109944
18684,85697
18737,905
18742,31411
18749,85972
18756,36054
18770,28189
18773,28978
18795,207636
18806,3061
18826,66897
18836,206581
18839,885
18873,106394
18876,143750
18890,48816
18908,104485
18909,95169
18935,158219
18937,110887
18972,113788
19067,203024
19071,52679
19074,27507
19079,48823
19096,173689
19109,101482
19127,161342
19130,27517
19186,191461
19195,108923
19225,153845
19237,42614
19254,780
19258,53209
19267,36260
19278,45665
19286,84273
19304,27777
19328,39821
19344,42538
19379,31404
19400,205410
19403,158968
19412,22595
19415,78507
19421,25768
19422,53565
19429,28391
19434,248553
19451,79757
19486,126958
19489,117435
19504,50916
19509,3565
19532,164453
19557,171446
19558,42537
19563,27506
19571,190160
19574,53161
19585,31416
19591,42615
19607,50922
19609,190231
19611,82088
19629,403838
19630,13847
19640,50855
19644,120833
19646,50181
19649,85715
19655,55584
19684,47571
19686,50861
19688,48649
19699,206034
19702,543
19715,190352
19725,130717
19726,198176
19729,65203
19735,81829
19760,26317
19777,20625
19788,85507
19802,145281
19813,262260
19823,84274
19824,104214
19838,174892
19843,173580
19850,190091
19881,190370
19886,99934
19901,3007
19935,85685
19946,117531
19959,72856
19968,77022
19975,16591
19976,193662
19992,120834
19993,31678
20007,411617
20018,83989
20025,191381
20030,79761
20042,289479
20059,257031
20062,30631
20072,39047
20078,84713
20080,84712
20081,246292
20092,147846
20094,48734
20103,39048
20112,51759
20114,108155
20122,105981
20126,39075
20134,128888
20142,20213
20143,190227
20163,347
20164,68408
20166,205793
20177,129306
20198,95348
20210,264309
20217,190269
20223,104430
20230,151068
20232,167354
20247,109891
20253,168887
20269,51079
20286,35454
20298,42638
20305,79971
20321,128284
20332,53760
20336,166560
20358,134914
20366,198930
20389,190328
20410,103166
20414,88018
20425,198204
20439,128006
20442,51303
20445,67175
20446,169842
20451,110741
20458,99895
20466,86360
20475,42637
20479,91715
20484,93627
20488,99767
20492,111306
20499,27456
20514,53796
20523,136141
20530,626
20538,187284
20556,42616
20563,49317
20570,29043
20572,53528
20581,118131
20585,288521
20589,5201
20590,80168
20594,101383
20620,130816
20629,143
20640,13913
20641,42812
20643,50856
20647,51781
20656,47612
20658,51825
20661,188305
20667,166656
20668,26162
20677,222786
20686,47250
20691,42640
20693,183832
20695,61546
20697,228
20698,50862
20701,65874
20702,94009
20708,50828
20713,166621
20724,246869
20735,52945
20740,286868
20768,34796
20785,165009
20793,94716
20799,89984
20814,153444
20815,81847
20821,120835
20827,80708
20835,291233
20836,26699
20838,104557
20842,906
20852,75793
20876,42363
20890,242792
20891,162874
20896,224261
20902,42811
20906,57639
20919,174792
20945,85610
20960,22301
20980,162954
20987,36789
21004,195617
21015,47695
21016,90395
21025,108213
21027,315731
21040,122047
21042,241374
21054,48822
21060,162928
21069,176901
21074,144792
21079,27899
21087,146449
21090,107779
21092,166500
21100,166007
21106,83817
21110,91470
21121,162957
21140,166643
21146,73629
21148,85505
21149,177214
21151,67123
21153,105067
21156,42641
21165,31930
21166,162910
21168,54536
21181,39092
21189,221395
21197,96161
21217,188293
21223,156320
21225,120933
21228,179818
21240,174762
21262,56009
21273,56178
21276,101760
21281,104439
21282,99608
21283,88269
21287,32290
21294,201695
21304,170297
21309,90034
21310,77412
21345,174759
21371,217763
21375,45176
21377,166589
21394,130813
21406,49308
21408,50307
21409,54419
21413,229221
21420,169326
21424,287169
21434,67501
21464,266417
21470,319228
21472,120837
21493,188285
21505,27504
21508,72602
21522,162800
21533,166626
21542,80705
21549,108224
21550,178447
21551,118134
21554,317035
21556,67788
21568,198227
21571,46594
21576,47831
21577,5729
21580,261462
21595,248741
21607,86232
21615,241501
21622,84298
21632,96482
21633,229005
21635,84299
21647,118245
21649,156415
21664,139753
21665,106095
21668,38453
21671,66138
21673,42659
21680,165860
21681,112499
21684,108091
21686,161552
21690,162705
21697,221671
21703,106096
21720,53178
21730,42816
21733,485995
21739,26614
21742,106097
21746,42861
21748,302516
21749,901
21750,29745
21752,67586
21755,48756
21756,153168
21761,136109
21763,63787
21768,85262
21770,42815
21772,97846
21778,154515
21780,202125
21785,88213
21793,116846
21799,99922
21800,73420
21807,262234
21810,128368
21814,138
21815,39259
21818,42837
21825,156345
21831,106098
21836,4540
21859,77119
21864,3029
21865,204442
21873,42669
21874,53232
21879,136111
21883,57222
21884,3035
21885,50600
21890,42814
21895,156403
21910,120843
21917,96771
21919,177190
21926,192811
21931,95004
21932,223367
21933,162284
21952,122805
21964,162708
21969,136106
21986,157417
21992,121020
22002,194310
22017,42836
22021,106605
22026,156356
22028,28048
22046,156357
22048,88270
22054,99732
22058,50830
22059,97327
22074,31409
22080,8353
22086,156327
22100,832
22103,156329
22109,285409
22111,28257
22117,97024
22119,106573
22125,42818
22134,97963
22145,162577
22147,134360
22149,156360
22150,32317
22151,178927
22153,44463
22158,13911
22164,106100
22178,156441
22183,9653
22191,116639
22197,156332
22202,285787
22208,51394
22235,156326
22236,33001
22243,42813
22251,82400
22254,53571
22264,95862
22268,26884
22273,205722
22276,52239
22279,99283
22285,164205
22286,17687
22289,156316
22308,163773
22326,156448
22335,82397
22336,236742
22353,117001
22357,28258
22381,216328
22382,53573
22386,85504
22395,52748
22397,84295
22403,17966
22409,193638
22418,48253
22420,67602
22425,246874
22430,91961
22435,120844
22436,109435
22440,131455
22453,151590
22454,45803
22458,977
22462,49836
22469,121018
22471,156334
22485,112882
22495,84296
22500,87306
22504,261930
22506,162719
22515,92168
22517,97586
22523,77110
22531,156335
22535,290611
22537,99080
22550,95797
22551,169761
22572,212291
22582,120847
22584,162676
22599,31514
22614,118731
22619,156317
22626,1773
22628,120862
22635,161315
22639,161297
22647,80928
22651,109197
22659,67573
22660,20675
22663,28305
22670,148558
22674,296615
22675,239423
22676,138341
22679,157479
22681,80193
22682,247773
22685,73125
22688,67584
22689,92341
22694,72495
22696,43147
22698,34474
22700,4111
22708,157465
22712,157450
22714,161573
22715,161579
22718,48365
22725,58192
22730,66829
22731,170248
22735,43075
22737,86457
22748,230605
22751,188370
22753,89573
22755,267333
22775,72338
22778,247780
22784,186524
22787,32859
22788,156420
22789,192504
22790,156503
22792,125736
22802,78327
22807,52279
22821,159483
22827,3574
22834,134427
22835,3019
22854,104221
22864,175993
22867,43124
22873,170234
22876,123292
22877,43146
22879,22649
22882,152570
22883,52280
22899,106112
22905,50072
22913,136
22914,161580
22921,68078
22958,33680
22962,156510
22971,97657
22979,118139
22981,73179
22987,172883
22990,86087
22999,133545
23007,67291
23027,13912
23028,52355
23037,91
23038,38662
23042,29740
23043,161575
23049,121238
23066,196691
23074,50078
23082,70843
23088,144389
23093,58167
23101,84505
23104,785
23110,121477
23117,69857
23119,156381
23121,104458
23125,126922
23129,161617
23137,266249
23139,157807
23145,175822
23151,98398
23158,31532
23180,95724
23181,114302
23185,188700
23194,3484
23196,35545
23198,144465
23202,84337
23214,156465
23215,81338
23225,119564
23227,85051
23229,184935
23236,95560
23238,1994
23240,143838
23241,53522
23243,23253
23245,15849
23249,28435
23251,44892
23253,156500
23255,294983
23261,87673
23262,246875
23266,82169
23268,117004
23271,266279
23277,36513
23284,84038
23285,15007
23293,31592
23303,43145
23305,13634
23312,44775
23313,161645
23316,159926
23322,53575
23326,36519
23327,84971
23331,159245
23334,158964
23335,27114
23337,156388
23345,92413
23349,221656
23358,272667
23362,75510
23369,61369
23374,43132
23376,5888
23379,267347
23382,38077
23385,77966
23394,122325
23395,36049
23396,82970
23407,159216
23410,190405
23422,67167
23427,877
23450,88271
23456,154430
23458,875
23460,163171
23464,121013
23469,27341
23470,50070
23472,53790
23486,72997
23488,84303
23491,98536
23495,212899
23498,43131
23507,113080
23537,156306
23545,96503
23551,26845
23556,82260
23563,12206
23581,95574
23582,91181
23583,76964
23584,81038
23589,227402
23590,42914
23591,156476
23594,109262
23613,50914
23615,156456
23622,195
23629,26714
23631,84902
23634,28268
23635,247793
23642,111307
23649,779
23655,247354
23657,158621
23659,79308
23684,186932
23685,156339
23686,56724
23694,26860
23701,82257
23718,156497
23720,246299
23729,94889
23731,42822
23737,99993
23742,253800
23744,238611
23753,25694
23758,242131
23775,27449
23778,106867
23783,161940
23786,144784
23790,180624
23793,335509
23794,104211
23797,161969
23800,161885
23803,161863
23807,343790
23812,66822
23813,263259
23814,34187
23817,4112
23825,43601
23838,147876
23846,258809
23847,172104
23848,95554
23852,161945
23853,161954
23854,161836
23858,42299
23871,49961
23876,56164
23878,99729
23880,127804
23881,413669
23891,37581
23899,160840
23902,114626
23911,53792
23926,43600
23935,59158
23937,117412
23938,163293
23939,167112
23940,77210
23943,58012
23948,39130
23949,89974
23955,72608
23956,46813
23960,175027
23969,3063
23973,81110
23982,111460
23985,43594
23986,43599
23990,113638
23993,52228
24005,134742
24006,107511
24008,83868
24025,28293
24028,28432
24034,3062
24040,175933
24044,100420
24055,28046
24062,173642
24067,33709
24069,31511
24083,108055
24090,157343
24092,244217
24100,223816
24104,147864
24115,66701
24120,117472
24124,36499
24130,90957
24141,248643
24144,50107
24166,34456
24170,150606
24176,116989
24183,30230
24184,10787
24188,3031
24214,91150
24216,244
24217,336828
24219,334456
24236,166977
24238,43598
24239,43597
24240,43130
24252,43596
24257,179155
24262,27991
24264,39938
24269,290379
24276,52354
24279,107661
24285,101806
24293,80592
24301,164504
24302,109886
24307,176627
24314,100894
24320,117970
24325,201477
24329,161833
24331,161841
24334,70738
24339,126122
24353,31777
24359,84912
24360,39311
24365,293106
24368,32652
24373,248639
24380,53929
24381,85670
24382,138956
24402,94638
24403,57646
24404,148311
24411,230284
24413,161880
24414,180635
24421,183886
24426,160466
24429,266541
24433,162862
24435,34977
24436,177586
24440,161840
24451,67596
24453,114348
24455,99319
24461,145769
24465,96702
24471,39494
24473,43122
24475,95854
24476,223497
24481,31526
24484,126127
24500,23391
24501,176457
24514,122435
24516,23590
24537,96709
24538,118570
24539,105548
24547,81340
24548,43595
24549,44668
24554,22689
24555,161951
24559,159215
24569,161967
24578,127409
24592,84905
24593,43149
24600,206237
24601,43128
24610,52517
24616,264741
24617,27986
24620,120657
24625,38585
24630,278378
24631,109841
24633,184824
24645,76083
24647,84906
24651,166918
24660,34463
24663,140887
24672,131720
24674,164479
24675,103938
24676,142918
24683,266419
24684,200574
24685,82178
24696,117569
24701,76192
24703,3578
24710,84248
24721,129403
24727,43148
24742,176375
24744,151838
24747,52907
24757,108270
24762,53576
24763,175035
24768,161796
24770,182934
24771,170574
24772,50073
24792,67790
24793,126516
24796,161983
24800,122709
24803,44494
24805,53830
24816,112951
24819,110540
24824,51374
24830,43900
24831,43901
24844,43904
24851,137429
24852,25898
24854,31621
24855,101892
24865,43693
24866,174494
24873,75880
24886,109298
24890,79052
24892,139210
24894,24106
24895,29126
24902,53828
24906,81111
24908,174442
24914,29887
24915,134618
24916,77198
24921,174457
24922,174470
24924,174479
24925,174425
24927,174436
24928,174304
24929,174446
24930,174466
24932,167057
24933,84780
24939,238724
24946,174274
24951,98293
24958,144475
24960,97482
24961,41347
24962,43687
24963,50079
24966,46774
24968,33391
24969,267336
24977,67585
24978,181649
24981,117820
24989,43692
24991,43902
25004,43691
25028,43903
25031,183171
25034,109552
25037,37215
25046,157898
25054,360808
25062,170296
25068,127146
25069,51565
25071,174270
25076,203830
25091,53864
25094,111344
25101,53872
25117,175983
25124,84100
25126,54509
25129,50675
25132,150249
25153,107662
25161,152986
25163,215847
25164,28288
25173,121003
25176,291558
25184,67588
25188,174518
25189,170309
25194,164399
25198,166883
25200,81077
25202,170582
25211,132714
25213,174285
25214,135335
25219,145892
25226,207083
25227,48443
25228,87123
25238,84099
25239,169355
25250,217387
25251,64318
25254,111464
25256,216502
25263,178452
25272,57035
25273,173267
25301,47921
25303,182035
25316,3078
25318,28001
25329,172214
25330,81396
25335,23024
25338,126517
25345,85613
25346,53865
25347,108209
25351,57866
25366,80683
25373,49640
25393,188465
25397,63702
25409,43690
25410,43150
25422,235678
25423,46910
25426,221790
25440,22612
25452,8208
25455,53622
25456,47684
25459,54664
25461,178341
25464,28564
25465,23122
25471,105549
25477,67654
25478,80960
25480,82185
25493,43689
25494,96401
25499,42752
25509,67532
25510,177438
25536,96525
25543,140517
25546,149642
25555,144111
25566,179254
25569,147850
25579,180403
25580,51277
25586,43905
25590,43688
25592,269403
25601,84097
25607,111310
25610,126136
25617,82096
25619,23284
25641,109299
25642,267182
25651,174440
25665,147848
25681,38719
25699,22602
25704,130881
25709,173429
25710,140469
25712,100100
25718,111623
25720,178449
25725,95943
25731,196802
25740,43696
25746,31527
25748,22614
25763,111312
25770,174252
25774,111582
25791,120972
25796,166213
25799,127973
25826,207185
25828,63041
25829,46159
25830,38107
25833,184936
25836,173462
25844,236395
25850,43694
25862,18994
25878,3529
25880,81113
25882,178939
25883,261684
25885,174418
25892,355147
25893,133548
25898,51949
25903,40797
25905,246304
25907,43605
25911,92475
25913,39266
25919,31835
25920,125578
25929,44163
25935,198146
25942,122525
25946,37128
25947,174416
25948,43604
25955,275646
25964,179251
25965,32996
25969,40799
25982,352353
25997,91815
25998,244165
26000,115771
26003,179603
26007,132883
26008,117044
26017,131732
26023,43603
26029,260
26038,185048
26041,294197
26043,82106
26046,120892
26047,176810
26055,116155
26056,43886
26071,70881
26073,43887
26075,244447
26092,284547
26094,67572
26095,72400
26097,76499
26104,43888
26108,235683
26111,184674
26113,197491
26117,200190
26120,160906
26121,92667
26123,27003
26124,191471
26126,43889
26129,26323
26132,110468
26134,131894
26137,120497
26138,229
26139,112083
26142,43528
26143,173800
26144,43890
26145,66826
26148,184544
26149,184545
26150,184555
26152,184552
26155,184615
26164,119819
26174,16905
26176,405607
26180,286402
26184,75770
26185,148617
26187,87881
26193,354105
26195,181426
26197,33390
26198,33393
26199,33395
26200,259250
26205,71282
26206,297048
26222,54079
26226,128937
26233,109300
26237,184532
26246,43891
26249,58905
26252,29877
26261,52863
26262,164687
26264,120977
26266,43899
26267,53827
26273,53624
26275,94811
26276,42943
26280,199689
26289,74455
26292,177902
26293,235679
26313,196789
26338,188470
26343,246598
26361,190165
26363,262706
26369,42821
26373,174988
26385,180427
26388,162059
26393,26718
26394,224416
26400,54570
26406,132263
26409,54773
26413,196693
26417,179066
26418,223361
26419,80850
26421,43892
26423,58164
26424,47758
26426,180424
26432,174686
26452,31988
26465,218713
26491,305543
26507,218389
26508,256342
26512,212549
26519,126083
26529,43896
26532,184551
26534,178574
26564,32543
26571,218404
26583,266727
26598,184619
26605,157924
26606,87925
26610,284497
26614,84908
26632,106495
26633,184606
26641,43897
26643,43898
26646,167075
26654,234207
26656,217802
26660,66963
26663,28261
26667,47920
26675,171032
26676,55773
26683,63180
26685,28910
26703,79631
26707,67110
26714,19075
26720,184958
26721,139730
26723,131723
26725,43893
26739,27998
26740,28439
26742,244420
26744,76483
26748,109301
26752,12311
26755,38494
26758,84718
26759,26921
26761,177472
26762,130624
26768,43894
26778,37719
26779,230984
26784,94982
26787,112080
26793,152948
26799,216143
26816,67152
26835,43895
26840,188468
26846,23286
26849,237433
26864,112023
26866,57412
26867,184892
26868,130882
26872,67162
26891,93057
26893,107876
26895,27113
26901,181225
26908,53781
26912,17907
26919,194407
26922,53860
26926,137096
26932,121006
26934,38101
26941,109314
26942,31798
26955,36006
26966,86956
26972,41118
26980,179176
26983,60566
26986,80305
26988,178580
27029,52864
27040,53863
27042,72609
27050,170514
27056,296820
27062,76380
27067,31866
27075,17831
27076,112501
27087,22606
27088,142142
27098,189012
27100,67626
27110,322784
27113,50912
27118,89462
27125,3080
27126,58159
27131,29705
27133,188001
27138,92950
27147,237747
27166,186227
27183,109316
27189,32004
27194,27970
27196,99997
27200,61985
27212,109323
27214,52561
27221,81115
27228,100575
27235,173995
27240,106266
27244,258384
27250,205280
27255,121351
27258,98301
27260,14588
27272,268875
27281,66819
27286,35810
27293,203627
27300,37658
27336,45802
27342,67443
27345,43871
27347,223655
27349,371921
27354,205992
27356,216068
27357,81116
27367,42683
27376,82036
27387,43872
27395,112618
27396,185269
27400,183039
27407,27974
27413,184741
27420,214201
27421,57840
27428,158114
27429,148410
27438,43884
27439,33386
27440,28044
27441,33387
27442,33708
27443,222731
27445,78598
27446,46240
27451,256979
27455,142414
27459,93313
27468,80927
27474,120357
27478,52677
27484,112408
27489,43873
27509,259262
27515,78998
27518,88031
27521,29320
27527,32484
27532,31507
27545,22440
27552,59950
27562,38070
27569,52482
27593,53858
27594,182282
27623,3632
27630,28292
27635,105351
27652,14615
27653,192588
27656,127815
27657,151848
27660,137608
27664,113916
27665,90358
27672,74581
27683,230857
27684,71772
27686,57698
27687,176259
27688,169479
27690,112284
27697,46351
27698,43277
27699,201969
27700,95015
27726,195068
27746,152988
27752,52047
27761,176857
27779,83797
27796,125891
27800,27918
27805,121848
27814,372481
27818,76651
27824,30639
27834,263915
27845,173891
27853,171927
27860,173239
27862,263388
27869,23108
27875,286743
27876,121372
27882,204227
27884,31773
27893,23114
27902,81687
27908,114888
27909,404235
27914,61541
27932,117422
27938,30640
27948,43875
27951,43876
27959,147726
27963,67113
27967,260583
27969,41349
27977,3082
27980,176841
27981,178579
27983,67126
27985,188996
27990,109325
27994,67130
27996,24807
28001,282980
28004,204997
28010,13562
28021,43877
28029,109890
28030,77963
28031,218563
28054,85706
28063,130342
28070,46026
28074,34875
28075,188781
28083,176253
28092,189005
28096,17030
28097,146147
28102,119006
28103,83633
28108,43885
28112,173456
28118,43268
28119,67713
28120,28810
28132,139427
28138,31879
28141,77245
28144,204799
28156,145860
28157,359982
28158,132597
28162,78498
28165,195522
28167,50031
28174,23389
28178,52019
28191,140276
28196,238436
28197,96396
28198,215699
28201,65642
28203,43879
28207,43880
28212,12684
28216,43881
28219,28256
28225,202839
28231,2761
28240,70357
28246,240327
28249,31548
28255,218365
28269,109900
28270,226685
28272,217672
28275,135286
28282,159727
28284,134238
28286,118922
28288,161878
28305,221346
28313,74469
28315,27597
28321,144384
28323,202008
28329,262249
28330,52358
28331,87911
28333,20325
28345,38661
28346,37833
28347,266961
28352,50104
28353,82237
28354,218369
28355,52429
28356,54569
28358,3596
28365,67609
28367,149955
28368,109329
28371,130652
28373,64142
28378,67661
28390,109333
28398,177160
28399,202273
28401,76094
28402,377170
28413,264482
28416,188249
28420,87799
28436,110733
28438,258517
28444,90918
28445,43878
28447,179177
28464,45537
28471,182899
28478,27115
28479,287898
28484,313333
28494,202045
28505,38721
28509,110457
28510,40743
28517,108348
28558,244115
28564,229638
28566,106515
28575,44208
28578,226336
28579,75771
28589,89513
28597,14675
28616,245976
28618,224979
28623,217987
28628,52029
28629,244151
28646,60438
28651,240594
28653,53574
28659,83240
28661,112885
28662,238032
28665,43857
28667,38433
28668,38437
28669,140418
28670,140472
28676,168031
28679,190084
28683,43874
28691,16515
28695,158113
28707,38455
28708,25148
28709,38454
28724,205877
28726,66834
28737,92352
28739,30630
28743,135015
28757,66473
28758,192059
28767,90523
28770,88209
28772,11939
28773,27973
28794,219546
28796,62405
28799,106113
28800,57645
28804,20642
28806,74208
28808,262536
28816,80364
28818,44407
28827,43858
28829,53853
28836,242332
28841,177159
28842,31899
28843,131773
28850,155751
28852,368526
28872,22969
28873,43866
28907,218395
28931,218351
28941,111499
28944,36652
28945,78459
28950,777
28953,134480
28955,78317
28958,131457
28959,138123
28966,78537
28974,179553
28980,43153
28981,66872
28988,28345
29000,52432
29002,31903
29006,77870
29009,241477
29010,43859
29011,242444
29030,77250
29036,132506
29044,112655
29047,78734
29050,83816
29056,158820
29058,106635
29064,113749
29072,293085
29079,362463
29080,52229
29081,43860
29082,190073
29087,87115
29112,165760
29118,28712
29120,53857
29132,204802
29146,43278
29149,58160
29157,170255
29158,312623
29161,32428
29162,3598
29165,82239
29171,29288
29179,43861
29188,66997
29190,56557
29192,41059
29193,218341
29201,68849
29217,25563
29222,43862
29229,178870
29231,203240
29245,301918
29253,170738
29257,58149
29284,41463
29297,190071
29303,245973
29309,28045
29310,91727
29311,208527
29314,84237
29322,37650
29334,113214
29339,72640
29345,108217
29346,373985
29347,61647
29350,193652
29365,126181
29377,249799
29381,219452
29391,130191
29394,70090
29395,43863
29401,127040
29402,100327
29415,99899
29433,218342
29440,37025
29442,43867
29446,330453
29453,26252
29454,52237
29467,190076
29498,133094
29499,43151
29508,170936
29511,51601
29516,45800
29526,80087
29529,206377
29539,173605
29541,74604
