114388,414387,114117,112130,116191,417349,91867,844330,32943,110367,178737,1229822,116684,2935476,844794,82416,847150,416508,24264,256276,138097,107616,104454,120481,120520,309912,41594,122541,63518,99334
113101,1931533,488085,331811,227005,270288,115438,139239,112702,236027,4139588,180748,266452,171580,402850,4971344,116289,120399,780536,118541,2494280,400525,234354,1318517,124198,120241,120867,373469,118863,395125
112281,109040,107144,2096672,1229340,102510,110622,109686,205000,257106,245686,306047,144528,120770,367652,107659,183505,250310,102059,1608290,83530,108525,362120,145660,131857,295178,119053,1470023,115683,811138
113845,1547234,1111422,109676,99141,211938,187078,116320,120696,2401097,104647,114781,115759,117011,112442,119664,111400,110399,100514,112864,102593,814022,105690,111255,97967,1160368,450232,102005,257076,120610
113161,227005,119396,139239,208092,1931533,120735,96259,89841,120780,95631,114660,1032755,375912,373469,105151,108399,120241,100150,115438,112641,119229,120202,400525,236027,126344,3799694,171356,105236,488085
112722,145681,119468,109297,364045,100318,104549,104627,309377,324127,780571,119791,118040,204626,92627,102469,119210,105699,1291570,260866,164334,107497,98273,105414,89360,77530,119099,315297,113501,264935
112401,472399,1657507,116908,1448755,1599348,120749,3522806,5442456,1959563,99739,356910,1179034,280486,111255,2172934,160009,822854,471041,1245526,2402157,814022,944835,443632,116421,120008,116320,1433108,92585,119395
114168,117333,110638,223897,111732,124879,2543472,143746,4547194,107630,7026672,8079248,90768,120889,3861390,87452,825232,120510,119670,114296,1485796,106379,101746,5519340,112757,384488,120861,1648190,349710,101969
113627,1125849,4034228,180093,315983,315733,175880,55895,1120985,37884,1322385,1423894,347048,307901,92618,388318,775529,54997,2334873,1263670,118564,257360,282698,67549,8075192,424880,2053425,247425,468489,169547
114057,99726,116913,116477,114279,107616,171359,379889,97499,61407,117509,63518,49674,340012,94947,40416,117991,140379,109340,58175,45943,138097,5189670,30637,93093,120866,63227,111590,85461,7775622
114011,98300,161100,102492,94006,91445,120692,110137,116353,95690,118158,1172233,112757,112368,96171,100140,67803,5164432,817177,1878870,91790,58756,1727388,210075,90060,61122,106505,2034031,81207,85346
114117,112130,114388,414387,116191,844330,178737,91867,1229822,116684,844794,417349,2935476,32943,847150,82416,241025,104454,256276,416508,120481,309912,110367,120520,98575,104181,3068194,119723,300015,200720
112682,101700,88846,118929,851578,366780,3278330,1054606,96764,373981,322659,10323,59229,1935156,498311,278784,3718778,1825157,102181,138704,83658,460791,81633,5580390,99487,354899,162023,497137,114746,228687
115012,101640,93206,107617,99902,326977,374546,5649144,6543652,77405,69762,6155172,199683,119485,100998,218378,111495,5083738,169302,65571,87843,246677,5776858,7282468,110769,171685,301414,82269,420260,3666024
112792,463998,94027,283530,97722,181536,393162,62376,421206,107501,116669,2543472,172726,118158,166943,93780,180734,118531,1606180,113862,107212,97458,2170593,446046,1485796,124879,109035,288439,82121,97165
114746,118929,390384,246578,1182345,470752,480669,2397535,1276104,2866360,1375666,119177,209144,88846,2543164,125659,83658,1706620,945513,63442,756683,2669336,181689,206634,138704,482571,123755,338013,133093,1856101
114952,1485796,110693,6105098,8079248,6139732,6306064,6791096,1255919,5519340,2226597,3402236,1620680,6911608,4532826,2854926,2388771,5719700,1727824,4779682,1648190,3104988,1365519,4622512,3861390,3201640,5848272,5884052,2283362,9412098
112431,48280,70016,34492,120595,97050,55254,431213,125454,50798,107131,32910,110357,33563,2380307,4468740,29583,106965,82406,110305,8075496,76363,164912,382932,1109624,70608,61852,42332,76618,268380
112637,82416,412536,172396,114702,211492,824758,810784,93512,96332,120520,819714,497465,5726616,359423,974554,108101,98575,116722,301390,2402927,489327,139362,1758692,93776,111454,119079,335119,120481,144178
112818,94608,77928,340855,315983,1152758,918927,327056,84855,179098,2401256,107207,120586,50083,5027774,247425,61809,1078188,117666,2334649,100486,334416,120689,95647,2024544,379725,361127,3521134,118528,107818
112286,3488710,1613750,120661,1485796,8079248,1727824,2378507,6294822,297144,9412098,4244998,3402236,6306064,120125,1517451,2388771,5189670,6266538,107426,3861390,5519340,1620680,4701182,1677720,2226597,6966692,2395695,4622512,1390411
113442,55277,120783,317303,117247,101635,395699,114268,109127,84633,109369,110557,493949,349205,263757,110516,94137,93476,103786,443295,98966,101757,76054,106965,110366,116151,123987,960731,102343,308506
112697,377092,147800,1282140,127723,120032,88128,1666801,160862,92718,91790,151738,204946,265208,1032815,94006,974661,192071,482527,52847,90103,202402,455967,247638,112368,164114,368975,186589,91445,98258
112749,105159,92804,105316,114039,69303,117071,308383,105046,88939,107002,107151,75572,116275,111709,419887,57889,8465676,120603,1454029,438859,119683,87980,107282,252444,87091,100046,82970,48028,116684
114279,49674,116913,114057,116477,99726,97499,379889,63227,171359,61407,44744,45943,107616,120866,40416,30637,36910,94947,64030,58175,117991,111590,85461,45251,122541,127536,59012,2884018,110428
112819,107554,94894,110265,1206543,85210,5052474,99939,99426,103671,1212450,236027,68168,5657856,118767,202677,99951,4633690,78326,127722,2402105,1855199,112688,2567712,4139588,68638,106469,1210042,106519,68309
114272,962736,414055,127536,64030,119280,91374,5816682,110428,98575,118892,1276419,117071,864761,1521197,242252,190861,86993,311113,166485,138097,58886,102014,99726,465326,116477,100196,57877,1229822,48947
113855,398913,411951,111301,119707,146316,106761,245803,467197,891592,92675,120804,88708,325703,101764,2094766,277296,108255,1098327,92548,419706,267804,385700,318627,120724,113074,107750,288045,97659,400426
114681,171580,4971344,119324,270288,4686844,105151,79781,1704573,126886,85794,120777,1692486,5649108,251031,114594,110649,119517,111127,6412452,120399,2788716,5083738,92929,887883,41546,2389182,89841,2172584,98621
113347,114885,78199,160916,112579,800027,117057,245407,91188,120703,99699,1001508,765447,145734,113808,866437,103251,107613,89643,97116,388125,113851,153464,119738,906108,107211,70903,166252,50105,473308
114369,102926,361862,272207,209144,2872718,1392214,114814,1190539,2267998,353969,110631,54215,4299972,1130884,364569,96163,117883,327056,4550098,2401256,278504,477348,407887,40746,154506,119375,452623,1590089,780571
114148,118617,111333,120855,97757,120762,119282,103639,101414,42332,48280,110357,70608,328880,111419,116583,55254,29583,2294629,46183,32910,65421,76618,220099,53285,780521,61852,166813,130623,33563
114916,168987,89015,109913,1263750,116743,245238,236019,116783,103977,101316,119098,117737,418832,2402927,130019,107447,6133130,101026,234137,113149,421994,1600524,204709,384504,2278871,206036,113416,251141,323120
114814,209144,119488,407887,154506,114369,120176,70735,454848,2267998,338564,482571,102926,105236,167404,1614989,452623,71315,119174,110912,425210,327056,49406,69281,93223,2401256,4299972,4857264,1130884,926762
113819,378947,87003,91167,4925292,1421373,1178663,118954,108149,69097,70460,97123,4595882,203230,775529,375063,116324,367089,5536736,2334873,257360,104466,5104604,7775622,6155172,73766,5083738,328962,48605,5610554
110299,6543652,114808,116447,5598102,109020,100234,285441,85180,1241325,110521,70506,116992,105197,7282468,859765,2852400,112445,8695030,3892172,109028,8359848,5649144,117398,101254,97106,291172,6155172,6053438,112714
112499,109127,107985,104868,110364,273799,110363,265632,109520,110366,110989,112602,106965,114268,113538,308506,219854,113755,107413,109287,116000,112342,110557,65566,116571,116151,101757,110006,140796,184907
113158,100168,212974,79826,298408,113973,1084950,117958,254099,1213019,380817,173390,94747,1226240,112907,387412,462200,2870648,77838,113212,274309,388888,158371,150915,116589,5859238,420087,97322,436231,101761
113541,120598,1620680,7608028,184907,5042426,109287,396592,1648190,6513656,110989,1255919,118539,107612,106701,119509,88760,313487,223249,266860,6182908,3256226,8179388,106613,205461,88885,107413,4532826,2039338,4779682
113321,349416,116041,119746,109655,90886,111054,311648,120835,1174730,4925292,97892,120169,1371150,380817,365885,289889,107471,100134,90774,107156,142231,254099,757361,8695030,5536736,4575576,113403,120112,1637706
110877,235060,61138,95765,95250,101811,2350496,116790,108101,428038,92603,107617,133363,810784,1069238,233841,113362,91288,983213,211915,112471,103129,99334,138874,364517,116581,105265,825236,89755,381681
112714,164756,110769,7282468,6053438,6543652,94265,6155172,5083738,5649108,2492564,5688932,5536736,113080,6412452,5776858,119448,8359848,116447,4971344,7784604,110246,5109784,4925292,220627,2121382,6998518,6751668,3892172,203632
113419,398808,117008,110763,115472,106223,416236,3691740,5028340,93744,100240,112302,457419,118755,1196141,108071,88323,1650043,205461,339291,110647,494238,311289,338348,484562,123987,100944,1935859,1620680,1051904
116260,117913,113501,91024,476964,144214,139668,86356,86383,1197624,179626,150377,94608,134273,1242432,107057,338325,1741273,804461,463027,78718,97125,117665,74802,114736,1034331,115645,831884,119994,116287
113862,166943,426931,47030,1047007,97165,80556,93378,111732,1727824,2543472,363473,372824,77280,6966692,1772288,210299,116442,181536,117887,283530,95564,3544112,94027,358273,1517451,350258,1798243,1980929,223897
116126,279493,120770,1470023,95348,107659,102059,120901,357413,131857,175142,245686,284837,787475,2398249,76257,120741,306047,107977,196229,183505,240468,838283,106880,98546,116778,84786,213790,415306,295178
118002,114210,6791096,118691,120723,5304992,5719700,2226597,6911608,2854926,4779682,6663582,5783956,3104988,2388771,103007,5117670,188863,3402236,1298644,4532826,2531344,291502,110693,119109,3256226,1365519,1758810,120836,2283362
115683,250310,120770,811138,242423,185431,466342,245686,119887,205000,799949,1073498,217756,295427,255798,430304,1045778,2479478,258470,118708,117768,167427,306047,119053,1333125,489282,270980,239948,240468,326856
116839,102034,107978,367093,104692,246894,104299,113481,176269,7312940,180052,318081,1214983,185183,81454,1231277,85750,3480796,362165,114658,4154916,133152,228333,268695,1981128,114857,164052,92532,78856,118661
114753,1130088,112757,107247,5613484,108000,372334,4547194,113211,5610554,87265,109504,1560139,107322,2179116,3892172,110137,4925292,8695030,6257174,4878482,990404,1489887,168449,120321,114296,114168,4575576,2328900,3256226
113149,101026,1263750,73115,256103,104545,118742,194314,63185,104779,362129,236019,99762,1352824,82640,116293,287963,3774694,309987,112604,465375,269499,1247704,418832,78122,240402,144715,118819,124179,367027
113118,78446,120693,910936,247745,302886,83131,120654,366551,1119646,80520,278488,114694,1637725,424345,787475,195945,77975,86373,80487,829482,85470,113749,116778,119305,92948,116768,105793,261392,82163
116367,1077258,462322,120877,985694,114608,92991,83907,93605,426459,112851,1028528,89885,108399,280609,104511,110395,103873,202677,89175,464196,465430,363547,89013,1050160,2494362,1127180,117826,1763264,2490326
113010,419946,111255,1160368,168172,163579,120670,120610,109403,109676,116320,94612,110725,100514,111400,297162,283160,308208,99141,329691,117011,120724,83170,110399,114781,246894,349889,105104,814022,316732
113537,100142,120728,2872462,110950,81420,313792,109219,83833,128445,120238,103130,102943,2937696,323633,85244,1570989,858479,118818,109445,122529,234853,118113,2347569,117802,1872818,117958,118954,115734,114095
113828,816442,119683,107943,914798,1668200,118799,82175,112373,92593,161860,91288,99776,419887,120102,2396589,108052,404030,253474,105046,783233,976051,84707,117093,813547,879843,92965,426578,91480,52738
115644,108451,122459,240890,118055,108160,119141,101912,391304,128853,186894,114924,119734,139462,892318,99699,117057,120703,125439,104040,118523,282593,163187,119313,360201,337741,332280,225071,1055292,118556
115676,115836,184907,107612,106613,112602,273799,109287,100419,116669,419984,82121,119509,84809,99938,462346,110366,106701,110989,109891,113541,118539,368578,107413,119109,116756,265298,94593,116571,119640
114367,2317225,1971325,102800,160399,2667380,70909,113481,1823672,986263,97883,92746,88024,2091478,4520364,74812,182789,120157,84472,106950,1535108,104299,212720,99740,1160996,343818,199753,118583,1964418,105459
113973,143861,108323,116589,388888,4229236,387412,186508,274309,168515,236216,1229360,108328,77838,2920540,425598,367555,139468,304081,82252,2870648,94980,102370,358569,327920,113158,94747,113212,343121,449121
112744,1032819,5478478,5057140,1206543,6214928,4218572,831884,301976,247425,120112,5649108,6491178,5052474,194218,119656,304328,3256226,120402,315733,179098,102116,5742374,1817273,398027,6412452,1238291,5610554,377091,9495224
116731,111488,109446,107057,105699,94082,150377,106918,89360,100318,92627,104389,113501,107497,118548,109297,118040,257756,120832,104549,221218,117438,1189340,102469,313542,98524,104265,260866,309377,112722
112445,209189,118849,191043,318202,5649144,107225,117359,408664,156901,48980,259072,326977,388789,2258858,276501,6543652,6155172,5598102,2011971,74152,53198,101254,3892172,4359416,119448,75610,997246,374546,201840
114660,1213648,375912,202677,106519,119396,425210,203119,1032755,115438,821442,126344,108399,236027,120241,96259,1416801,112641,100150,110259,227005,1600196,1931533,120735,100685,222851,120784,105236,119008,400525
112379,338135,6155172,54198,279064,4925292,825236,185125,775529,3553976,203166,880502,8465676,3742378,210358,7681902,441909,314412,857191,274558,430576,107156,287467,7014006,70460,120835,5610554,805564,1069238,5104604
114039,116275,111709,165859,8465676,110480,87091,4622512,7681902,142231,6679794,7905466,6966692,7775622,110091,7349662,2378507,2066051,5610554,6266538,2543472,116404,5069564,7689964,118540,4575576,1517451,100046,109655,2396589
113612,109655,6911608,8695030,87091,110097,4622512,4575576,6791096,1485796,110693,2328900,113080,119717,3256226,5719700,120533,2531344,254099,142231,116403,90886,117357,119746,349416,110091,5610554,5208216,120709,164756
112365,117364,120520,82416,335119,116722,106226,98575,114134,218378,94947,348593,104454,107822,119843,120687,107756,200720,119079,104237,120481,96332,211492,396171,412536,111201,112427,114086,119558,80009
118158,283530,97722,119670,161100,112757,6306064,1727824,92005,384488,355702,108330,86066,87265,83169,114011,132477,112792,252501,327137,94027,1485796,817177,110137,106246,124879,5164432,6966692,4244998,97165
116151,110557,317303,110989,112602,106701,93148,107413,114268,110516,960731,368578,100419,184907,120598,109891,119310,109190,106965,99785,95107,952640,116571,103786,101757,113755,141109,109287,1047540,112342
115697,120654,245686,114694,213790,119053,120820,787475,120770,118708,305224,183505,205000,116483,120693,239948,838283,112508,185431,118301,250310,302886,131857,118750,156323,489282,486551,212338,784972,116778
113972,421239,118548,118771,117438,120749,120768,105699,337921,107206,260866,118883,120832,280380,443632,119731,100318,340163,2024469,119210,258000,445946,98051,221218,96098,116259,120660,1226273,373926,120107
113490,8695030,110091,8465676,110671,164756,3256226,6543652,110521,142231,117357,6679794,5610554,2328900,5478478,4575576,6218358,1198196,7775622,110186,5613484,1987680,110693,1517451,8169446,4547194,6938828,2139881,116403,800325
117002,3256226,5862312,109836,6214928,837563,4547194,3402236,8695030,5774450,1758810,9495224,2328900,7043012,1620680,4530422,5246700,6217306,2226597,87262,5478478,1396484,4575576,4225622,6911608,33553,1502407,58007,119592,2119543
114825,219653,89730,117826,120877,1545106,97390,93589,389328,1438176,90196,68284,245120,92147,119784,89175,105428,238546,1320304,112896,96426,83033,389722,1077368,139414,166110,1072748,111742,5814060,1618434
115639,1727388,83833,1878870,108000,118925,234853,117802,85244,110684,333766,98258,110950,4925292,1715873,168449,1714206,78902,213121,243508,1489887,206963,2179116,88847,200427,118044,118113,340377,1659337,105107
115759,105690,118880,100232,114781,116213,106582,109676,119094,111257,111400,117500,116253,105104,107076,120696,163579,327850,293662,120755,118571,257076,114576,99423,105698,108171,1549920,112442,116320,192657
113403,107616,116913,2094064,114057,111590,171359,99726,113677,147004,254099,4925292,85461,116477,105017,5069564,7681902,111709,113321,117991,111054,61407,117509,90774,1174730,110480,4575576,70460,5104604,114279
113247,1235166,97216,475169,53198,1319744,317248,95468,480025,411270,5742374,340468,307901,75314,5027774,1954701,8075192,245712,2106476,870090,861739,6155172,69762,97240,46268,23042,5083738,70518,6751668,54407
111173,3256226,113212,5246700,859635,290212,165643,117965,8695030,4827558,116762,1758810,116289,110197,3317234,107895,5057140,2531344,8169446,120533,117357,119534,5691670,137338,143261,7043012,1563742,163984,110097,304328
113283,282856,179074,113270,3824458,5111874,1291547,1356864,120197,102370,1103982,127952,181810,5691670,116714,217355,1111833,218043,290212,79271,270288,2172584,480269,4003440,4382552,479044,270259,398027,110649,8359848
115907,119783,118887,1235522,138946,92654,81974,119942,1124035,208874,103125,100442,279331,83232,473705,1210042,482572,4540710,68334,98524,82945,117107,2139881,99850,102469,85615,104073,1684233,1381404,107969
115734,128445,97940,246592,103130,362270,265666,93822,118715,109445,117091,146882,5536736,5104604,116481,119256,365485,227005,87003,4698684,118789,151804,102536,323633,120202,118111,838221,340377,118843,4925292
117102,295427,881891,326856,141907,119644,250310,119887,117768,113500,161083,477051,188863,466342,103007,120725,811138,115683,156323,165494,376717,185431,258470,462395,266489,167427,239948,284674,94288,120531
118040,104549,112722,145681,109297,119210,91554,309377,107497,119099,104627,102469,119791,364045,98273,971209,119468,77530,228786,1291570,105813,120832,315297,1486192,324127,92627,896798,780571,264935,2402101
116483,120484,364725,131857,114694,245686,212338,112508,357413,116778,120654,129387,305224,109040,183505,445934,92086,109686,205000,302886,120770,115697,839980,118708,98627,142342,213790,117218,838283,116130
112579,332280,78199,113347,66011,2674426,1563738,139462,50105,101921,160916,111693,86425,1185836,103994,446755,1758692,103129,108101,431308,101912,101811,2381111,2547584,101787,328589,108451,114885,89643,119314
110251,234805,116992,110521,106810,117221,124115,116886,177749,167925,244504,95801,112951,84390,109028,119614,120522,115856,67433,110246,111342,8359848,216787,94265,207198,107474,6108178,111430,109949,113083
117110,82474,79588,43067,2281587,159421,1204342,89218,104940,158811,75807,87755,65566,298388,111359,54357,102057,72653,5028340,46183,93744,118755,61584,118172,99472,97523,44517,54649,110763,57007
112646,3256226,9412098,117357,9495224,8695030,4547194,2139881,5246700,800325,5719700,116403,113212,5862312,6214928,3402236,2854926,1563742,2328900,837563,1758810,114435,6218358,5774450,5304992,110693,6911608,3317234,3201640,6679794
112573,172495,97441,325710,120815,54331,2119532,107007,52618,416044,114287,104691,185906,99348,4555426,187393,108052,1220719,118607,450259,111161,1291584,352248,109830,6966692,108358,127536,120689,91763,1979320
75314,2872718,81398,477348,105695,469494,180093,65214,37884,5742374,68473,66921,364569,64665,70379,127392,70518,63671,6751668,85794,5083738,78788,4846232,81505,7131622,54997,54215,475169,307901,52311
113326,104558,117786,89374,368909,427954,111512,116704,95403,108148,101764,271027,127357,105219,373074,67824,85127,68935,91431,165929,115693,106936,77594,80179,92675,106544,105399,93229,184894,2888046
115645,7401588,5308322,6214928,120169,7040874,1872194,3402236,120646,269095,5862312,2139881,2481498,414951,110693,85919,109642,1758810,118744,95238,1869347,101590,119592,1860242,8361028,6333052,4622512,114666,3201640,7668870
113774,109655,119746,162830,7775622,114798,119448,6543652,4925292,377752,5104604,164756,298228,110769,6155172,7014006,3892172,142231,7681902,120865,4575576,7905466,215369,1932767,120402,5478478,433416,1489887,4244998,120321
112556,110521,244504,137439,336264,115856,97106,116886,111342,120449,296658,156901,117968,167925,1508675,216787,237539,107642,112379,91830,319769,119614,120056,190798,54144,283900,92149,94265,107349,106810
112373,174852,248912,161860,816442,99776,914798,234288,100557,252480,3825638,426578,90015,813547,113828,245171,52738,84707,92593,1730768,1668200,120716,311320,298131,52415,97276,879843,280653,65777,976051
115033,1172570,6412452,5649108,5083738,221073,127392,5742374,5109784,5776858,110005,118804,7784604,4003440,5027774,6751668,927619,7349662,6998518,165773,4218572,4595882,4971344,5057140,61809,804558,6212478,117293,5688932,5929754
116606,118523,120723,107613,116141,118556,1341188,117283,427968,114210,395495,401244,1481572,2139555,5304992,166252,110623,1082853,129884,119717,239986,234137,117628,234853,117357,2140619,119572,1583420,245407,119098
114536,120373,6000478,8695030,2854926,92666,110693,90660,2139881,3256226,119592,117357,104412,89798,92798,5719700,6911608,1860242,104376,3402236,4622512,5304992,264472,6663582,6791096,8079248,119109,120151,110623,2531344
117427,184907,112499,109520,107985,376108,104868,84690,110363,65566,107413,82121,2854926,109067,7133686,101757,66728,106611,116000,5848272,110989,110366,110364,109369,6139732,1485796,6105098,109127,273799,93148
106473,802948,115633,918927,814075,361127,1078188,342172,2106476,417385,318411,334416,94608,117665,90670,370986,1895587,340855,5613484,7349662,88683,1860242,112818,4375438,115033,1152758,171804,110729,7768848,3829920
103859,114210,188863,120723,343135,256380,120151,3152624,218864,104897,119848,92690,5304992,396269,117891,82031,117102,92666,118750,118691,85470,100611,120820,94898,5783956,118556,119326,458364,212338,107050
109424,118694,366943,112913,101258,109688,423866,212712,203632,330229,59592,144201,345549,420260,111495,133363,7282468,77405,24844,100112,101765,56801,118845,272338,335266,57345,53472,55032,90967,149723
114808,6543652,7282468,149723,6155172,8359848,2358891,99014,6053438,5536736,164756,377800,244504,203632,8695030,69191,53779,5776858,133363,6511932,116581,112714,304229,70506,115012,119248,218378,5825380,5688932,112379
116324,93822,120823,118111,120202,2279864,113819,795368,95159,113677,63415,196216,117091,151804,79367,265666,349416,1421373,99615,328962,79336,218839,36613,451021,115951,804558,66402,118715,57413,110955
110647,100240,120479,449010,484562,4123430,1648190,190374,494238,407384,938283,1620680,119484,362165,2119543,416236,1104123,808510,205461,372873,110763,385752,312528,255477,116756,329200,88760,5028340,120598,460780
111055,8695030,110521,136244,6543652,5270948,296166,8465676,3892172,110480,94265,4575576,5536610,5613484,113212,104321,3256226,5719700,116992,8361028,6108178,168449,156901,322289,4925292,114805,4547194,5688932,5536736,110693
110217,235327,1584813,67549,1241325,116992,7476236,261066,113973,83281,427312,163988,113125,340468,282698,102467,479468,105810,352520,116886,5776858,5742374,192335,990404,4003440,364961,200849,181288,103888,164312
114131,116606,110671,116141,114210,118523,107613,120211,243508,166252,117357,119572,116931,1331064,311941,120723,102011,130019,289889,114113,464061,110623,4622512,80714,6911608,129884,117283,401244,126261,101748
113107,120865,102014,107426,111112,2381111,298845,111709,1235796,4622512,104522,2431286,111666,4575576,2328900,118163,110892,218182,145653,160509,202641,113490,6306064,2140373,99566,3881784,277941,1485796,111712,120824
113451,109456,103772,108162,113965,109297,116095,106453,80365,104006,114736,199626,105414,80661,120890,104549,120832,107969,800240,144214,120782,315297,88272,98273,77530,119196,109417,99160,134273,104627
116130,92086,116483,212338,258470,102059,92974,107977,457510,117218,245686,82146,107659,424823,84786,117108,279493,250310,120484,107144,120901,364725,250687,167427,119848,117608,106827,118708,102070,120770
113125,1241325,116886,116992,110480,233687,120056,119614,181833,112777,200849,88650,3810760,83281,179074,1213585,390123,295238,1179947,113270,1396557,181288,479468,111430,72742,328962,108515,7768848,8359848,192335
113756,80489,233687,113464,110671,114550,113212,116631,116992,359423,100332,110455,184510,105032,109785,117357,6108178,106966,150290,119578,119574,119832,120878,119614,110521,181833,111309,123281,119248,116886
113952,106834,93036,90848,87980,71577,119723,66585,116635,337692,120603,117071,120618,107151,106833,282771,107665,99165,120357,83717,113211,100054,84783,308383,252501,120323,1068678,1178665,8695030,78227
118055,115644,108451,139462,332280,108160,101787,186894,101912,117333,174480,105165,99699,122459,66011,132512,225071,104291,100405,118523,120703,119313,117057,111256,116621,128853,96794,166252,110167,110391
115685,119360,77288,113464,119465,243493,330602,300274,107156,105017,96289,119578,84865,251739,114682,80489,111309,137386,204640,112651,144640,384504,374277,162360,109255,109045,90774,395251,462333,112570
112585,117628,111712,120865,332658,234853,119572,114113,199314,81420,119746,1517451,102014,145734,2390361,239986,243508,120366,110671,110623,162830,117357,1174730,119717,1481572,116041,119778,168501,116141,4925292
112442,104714,122151,120812,97733,181316,172156,92644,91875,98439,327850,94025,105690,119664,119695,86960,83511,100514,118880,112864,187078,115783,293662,95963,257076,329717,93409,110399,1959563,99141
112342,106965,110557,113199,114268,120598,110989,88885,116151,115493,88760,116322,110305,103786,337711,113114,112602,243585,134067,110366,92638,120512,120317,273799,125454,97053,184907,93148,113541,112499
112461,82176,120788,108330,221027,426883,242193,328538,127722,102820,313670,468489,288439,338309,91954,109842,97722,113540,388318,390221,238924,77928,124595,101761,139615,101507,201776,340855,103671,172493
112427,8695030,116762,5057140,2328900,5776858,3256226,5649108,375920,4971344,5610554,113080,4575576,9495224,4547194,120112,110671,120709,89816,99014,7043012,4827558,6412452,4218572,4925292,5109784,5083738,4003440,308383,5774450
109093,122529,118789,97940,103130,5536736,117561,412019,115734,362270,102943,105411,272338,128445,356721,102536,151582,165798,415978,113080,379217,53472,164003,265666,59592,393109,311519,109219,90967,54389
112384,86197,180443,4846340,205873,3659388,3263904,1860357,132477,6537238,1454468,51994,120338,46435,186566,925248,1613750,1979320,2025690,329575,4555426,2006295,1727824,106246,6966692,118884,250934,1024648,120661,100133
114287,112573,172495,104691,108358,86993,416044,54331,316356,325710,54847,127536,56264,64030,55719,102798,275083,217505,26752,82348,57877,107007,52365,449994,311113,56085,119280,56937,4555426,53580
112288,110620,104029,189998,91651,77914,85701,98577,163988,2326554,762073,1714915,93605,79073,94793,76590,51554,71276,110148,79641,129332,91142,120894,94964,79844,303361,36376,109592,2386404,59127
112462,103776,118688,96895,287978,2975590,111143,120177,86393,413300,974015,81573,348150,3878542,106364,316654,330793,1386697,60153,4853102,4324274,5091548,117331,98141,145487,990407,6315800,372784,4870838,800080
61395,75824,59229,71487,120663,68361,80539,56801,21577,83851,144201,75612,66491,64940,70130,60827,57345,55601,60176,20530,68205,70849,100112,62480,240913,98520,254686,92929,69191,255589
